Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification,
M5,2014,Middle East,White,Diesel,Manual,4.3,90382,74189,5938,Low,
7 Series,2023,North America,Grey,Hybrid,Manual,4.8,179819,76460,9042,High,
X1,2014,South America,Red,Petrol,Manual,2.3,10595,113256,465,Low,
i8,2017,South America,Grey,Hybrid,Automatic,4.3,46875,64430,3772,Low,
7 Series,2018,North America,Red,Electric,Manual,2.4,186929,115991,6025,Low,
X6,2022,Africa,Red,Hybrid,Manual,4.6,152352,103764,2761,Low,
M3,2018,Africa,White,Petrol,Automatic,1.8,112694,33020,309,Low,
X6,2022,South America,Black,Hybrid,Manual,2.1,170104,68529,5200,Low,
X6,2015,Africa,Silver,Diesel,Manual,4,152917,107039,7057,High,
X3,2015,Asia,Silver,Petrol,Automatic,2.1,127880,72440,4266,Low,
3 Series,2018,Middle East,Silver,Hybrid,Automatic,2.1,95267,86940,6225,Low,
5 Series,2013,Africa,Blue,Petrol,Automatic,3.4,137413,111778,7055,High,
X6,2015,Europe,Blue,Diesel,Automatic,4.4,33409,115842,8233,High,
7 Series,2013,Africa,Blue,Petrol,Automatic,2.4,165034,38848,1553,Low,
7 Series,2020,Europe,Grey,Diesel,Automatic,4.4,50329,114690,1502,Low,
3 Series,2010,Africa,Silver,Hybrid,Manual,4.3,90692,98037,4819,Low,
X5,2016,Asia,Grey,Electric,Automatic,3.5,42262,46573,9486,High,
X3,2023,Europe,Red,Hybrid,Automatic,3.8,44603,56144,9114,High,
M5,2019,Africa,White,Petrol,Manual,1.6,16956,101168,429,Low,
i8,2020,Africa,Red,Hybrid,Automatic,2.8,44352,65517,8924,High,
5 Series,2021,Middle East,Silver,Diesel,Automatic,2.4,95586,53515,7785,High,
X3,2015,Africa,White,Diesel,Automatic,2,198644,107978,9994,High,
X1,2018,Middle East,White,Diesel,Automatic,2.9,194600,51033,494,Low,
5 Series,2016,Africa,Silver,Electric,Manual,2.7,67936,61799,3909,Low,
M3,2022,Africa,Blue,Petrol,Manual,4.1,4889,67051,8069,High,
i8,2016,Europe,Silver,Petrol,Automatic,3.6,31704,71113,9815,High,
M3,2011,South America,Silver,Diesel,Automatic,4.7,40716,109264,9430,High,
M5,2021,Asia,Black,Petrol,Automatic,2,157071,91921,3784,Low,
X5,2020,Africa,Grey,Diesel,Automatic,1.7,139563,94929,4043,Low,
5 Series,2024,South America,White,Petrol,Automatic,3.4,196765,106198,8956,High,
X1,2018,Europe,Grey,Petrol,Manual,1.5,20609,89131,3455,Low,
X3,2019,Middle East,Blue,Petrol,Automatic,4.3,86851,119226,916,Low,
3 Series,2018,Asia,Grey,Petrol,Manual,3.3,138444,34899,4218,Low,
M3,2015,Asia,Black,Diesel,Automatic,3.2,180773,105345,547,Low,
i3,2022,South America,White,Petrol,Manual,2.8,89552,83217,9363,High,
X1,2012,South America,Red,Petrol,Manual,2.8,25750,94053,3710,Low,
X6,2010,North America,Grey,Hybrid,Manual,3,26652,105413,2709,Low,
M3,2013,South America,Black,Petrol,Automatic,1.6,33848,52038,5932,Low,
i8,2023,Europe,Grey,Petrol,Automatic,1.8,24776,86945,4832,Low,
7 Series,2023,Asia,Red,Hybrid,Manual,3.3,151361,76968,4574,Low,
i3,2012,Middle East,Grey,Hybrid,Automatic,2,1244,43698,7993,High,
X5,2023,North America,Blue,Petrol,Automatic,4.2,45904,118362,2250,Low,
i3,2021,Asia,Silver,Electric,Manual,2.5,142925,113477,8625,High,
7 Series,2010,Asia,Red,Diesel,Manual,1.8,15961,39878,2593,Low,
7 Series,2012,North America,Grey,Petrol,Manual,2.3,45793,76129,7658,High,
X1,2023,Europe,Blue,Hybrid,Automatic,2.7,186306,33369,8899,High,
i3,2023,Africa,Blue,Hybrid,Automatic,1.6,116196,78375,7243,High,
X3,2013,Africa,White,Hybrid,Automatic,2,153571,70050,3882,Low,
7 Series,2022,Africa,Silver,Diesel,Automatic,2.6,190268,98219,4303,Low,
i8,2022,Middle East,Black,Diesel,Manual,2.6,116518,117191,4334,Low,
M5,2024,Asia,Grey,Hybrid,Manual,4.3,177252,36539,5406,Low,
M5,2023,Europe,Blue,Hybrid,Manual,4.5,131451,116035,8971,High,
X3,2017,Asia,Black,Hybrid,Automatic,2.2,40729,48535,1936,Low,
M5,2018,Europe,Silver,Hybrid,Automatic,1.9,53363,56656,1320,Low,
X5,2012,North America,Grey,Hybrid,Automatic,3.7,51022,114137,6089,Low,
5 Series,2015,Africa,Red,Hybrid,Automatic,4.3,103831,92923,9765,High,
i3,2019,South America,White,Diesel,Manual,4.9,113875,58888,5475,Low,
i8,2020,Europe,Blue,Electric,Manual,1.5,186317,53029,7999,High,
7 Series,2024,Asia,Red,Hybrid,Automatic,2.9,131069,95934,3929,Low,
M3,2014,South America,Black,Electric,Manual,4.1,84831,68065,8231,High,
7 Series,2015,North America,Black,Diesel,Manual,4.4,73442,46790,964,Low,
7 Series,2013,Middle East,Red,Hybrid,Automatic,1.7,41888,74192,3453,Low,
7 Series,2019,Europe,Red,Petrol,Manual,3.9,38273,58781,9590,High,
X5,2015,North America,White,Diesel,Manual,2.5,47867,116048,1088,Low,
X1,2016,Middle East,Silver,Hybrid,Manual,1.8,109213,36712,5166,Low,
3 Series,2018,North America,White,Hybrid,Manual,3.2,5089,98161,3314,Low,
i8,2019,Africa,Black,Hybrid,Manual,2.1,104010,54241,208,Low,
M5,2016,South America,Grey,Diesel,Automatic,4.1,180619,50452,190,Low,
3 Series,2015,South America,Blue,Hybrid,Automatic,4.1,67153,47483,2087,Low,
X6,2010,Europe,White,Diesel,Manual,4.4,15664,74689,815,Low,
3 Series,2011,South America,Red,Petrol,Automatic,2.8,173957,65128,3624,Low,
7 Series,2010,Asia,Grey,Diesel,Manual,1.5,32521,61829,6346,Low,
i8,2018,South America,Silver,Diesel,Manual,2.4,38880,89741,6978,Low,
3 Series,2019,Asia,Black,Hybrid,Manual,3.1,15294,31102,1027,Low,
X1,2019,Middle East,Black,Hybrid,Automatic,3.9,128515,37787,3483,Low,
3 Series,2018,North America,Blue,Petrol,Automatic,2.8,168835,112587,9724,High,
3 Series,2016,Europe,Silver,Diesel,Manual,3.4,125800,60760,665,Low,
M5,2022,Middle East,Red,Diesel,Automatic,3.3,22180,106270,8432,High,
5 Series,2011,Europe,Silver,Hybrid,Manual,2.1,40681,97597,9361,High,
3 Series,2015,Europe,Silver,Electric,Automatic,3.7,182212,110749,9613,High,
7 Series,2020,Africa,Silver,Electric,Automatic,3,163766,81255,5339,Low,
X6,2013,North America,White,Diesel,Manual,4.3,169688,42182,8827,High,
X3,2010,Middle East,Red,Petrol,Automatic,3.9,15904,95546,2718,Low,
M3,2010,Asia,Grey,Petrol,Automatic,1.9,178622,112553,8190,High,
X5,2021,North America,Grey,Diesel,Manual,3.2,189006,54423,7733,High,
5 Series,2014,Asia,Grey,Petrol,Automatic,4,57299,110697,9707,High,
X3,2021,South America,Blue,Electric,Automatic,1.8,167243,115630,6770,Low,
7 Series,2011,Asia,Red,Petrol,Automatic,4.3,160205,53472,3588,Low,
i3,2013,Asia,Grey,Hybrid,Automatic,2.3,40085,86122,2837,Low,
5 Series,2010,Middle East,Black,Hybrid,Automatic,3.3,165591,112961,5707,Low,
7 Series,2013,Africa,Grey,Petrol,Manual,4.8,96715,95715,4284,Low,
X3,2020,South America,Blue,Electric,Automatic,3.5,188115,115467,1955,Low,
3 Series,2015,Asia,Blue,Electric,Automatic,3,36079,65843,4760,Low,
5 Series,2019,Asia,Blue,Diesel,Automatic,1.5,114615,45338,5780,Low,
X3,2013,South America,Red,Hybrid,Manual,2,128970,86908,5930,Low,
M5,2010,South America,Black,Electric,Manual,3.5,31957,33585,1012,Low,
M3,2016,South America,Silver,Petrol,Manual,3.2,110944,56881,6300,Low,
7 Series,2023,South America,White,Electric,Manual,2.8,187321,118815,4653,Low,
X6,2011,North America,Red,Hybrid,Automatic,4.7,80845,90945,9002,High,
X5,2018,North America,White,Hybrid,Manual,2.7,148428,81078,5242,Low,
5 Series,2022,Middle East,Blue,Hybrid,Manual,3.4,186008,55944,5209,Low,
i8,2012,Asia,Blue,Petrol,Automatic,3.5,111591,39853,7190,High,
i8,2017,Middle East,Red,Electric,Automatic,3.3,182991,59097,3109,Low,
X3,2022,North America,White,Diesel,Manual,3.2,84957,55573,1131,Low,
X5,2017,North America,Grey,Hybrid,Automatic,2.7,37120,48626,9819,High,
X5,2012,Europe,Silver,Electric,Manual,4.7,147995,114922,7380,High,
M3,2013,Europe,White,Petrol,Automatic,3.1,37475,59211,9009,High,
X1,2011,South America,White,Hybrid,Automatic,3.3,155055,95454,2192,Low,
X6,2013,North America,Silver,Electric,Manual,3.8,115052,57722,1004,Low,
X1,2020,Middle East,Silver,Hybrid,Automatic,1.7,119921,72855,1041,Low,
5 Series,2020,Middle East,White,Diesel,Manual,4.2,102337,72107,152,Low,
X3,2020,Middle East,White,Electric,Automatic,3.3,114998,54840,1410,Low,
M3,2023,Africa,Black,Electric,Manual,3.8,10857,62228,614,Low,
X5,2018,Africa,Blue,Petrol,Automatic,4.2,151908,110928,209,Low,
i3,2011,Middle East,Grey,Hybrid,Automatic,4.6,30314,87876,2429,Low,
3 Series,2021,Middle East,Blue,Hybrid,Manual,2.9,15264,68793,7426,High,
5 Series,2021,Europe,Grey,Hybrid,Automatic,4.3,48432,64934,2073,Low,
X3,2022,Asia,Blue,Hybrid,Automatic,2.4,62115,100698,8064,High,
X6,2012,Africa,Grey,Hybrid,Manual,3.8,182941,78539,8516,High,
X1,2024,North America,Grey,Petrol,Automatic,1.9,68065,118132,5587,Low,
X6,2020,Africa,Black,Electric,Automatic,1.6,128145,34136,3703,Low,
M5,2020,Middle East,Blue,Petrol,Automatic,1.8,11171,56923,4512,Low,
5 Series,2024,South America,Grey,Petrol,Automatic,2.6,191511,106129,4051,Low,
X5,2013,Africa,Red,Petrol,Automatic,1.6,160373,105300,3147,Low,
X6,2014,Africa,Red,Diesel,Automatic,3.7,194733,35416,6582,Low,
X6,2010,Middle East,Red,Hybrid,Manual,2.6,176404,67017,4938,Low,
X3,2016,Asia,Black,Electric,Manual,4.1,76492,119459,6100,Low,
5 Series,2023,North America,Black,Diesel,Automatic,1.7,96009,39504,8967,High,
5 Series,2019,Middle East,Grey,Electric,Automatic,2.3,95884,75475,8434,High,
7 Series,2016,South America,Grey,Petrol,Manual,2.9,38282,56380,1669,Low,
M5,2018,Africa,Grey,Electric,Automatic,2.8,122981,86872,5167,Low,
7 Series,2013,Asia,Grey,Petrol,Automatic,2,9846,97690,5658,Low,
X6,2023,Europe,Red,Petrol,Automatic,5,191673,61766,6816,Low,
M5,2023,Middle East,Grey,Electric,Automatic,2.5,5381,119216,7647,High,
3 Series,2015,Asia,Grey,Diesel,Manual,4,76722,64869,6667,Low,
5 Series,2020,Asia,White,Diesel,Automatic,2.3,8969,67601,8781,High,
i3,2011,Asia,Silver,Hybrid,Automatic,4.6,86975,53655,880,Low,
7 Series,2021,Europe,Grey,Hybrid,Manual,2.9,160076,105622,3525,Low,
X1,2021,Asia,Black,Petrol,Manual,4.7,106863,71180,9061,High,
M5,2023,Middle East,Silver,Hybrid,Automatic,2.7,128930,67459,4194,Low,
X6,2013,Europe,Silver,Hybrid,Manual,1.5,65134,69309,1618,Low,
3 Series,2011,South America,Blue,Hybrid,Manual,3.3,166869,83654,3358,Low,
7 Series,2019,Africa,Black,Petrol,Automatic,3.3,89360,74840,2242,Low,
7 Series,2014,South America,Black,Electric,Automatic,1.9,189179,77940,5533,Low,
M3,2024,Asia,Grey,Diesel,Automatic,2.3,170465,99929,9276,High,
X1,2016,Middle East,Black,Electric,Manual,4.2,85786,91338,6004,Low,
i8,2022,Asia,White,Diesel,Automatic,1.6,41859,32833,3709,Low,
X3,2010,Europe,Red,Hybrid,Manual,3.2,75168,83780,2133,Low,
X1,2024,Middle East,Black,Petrol,Manual,3.4,53162,36052,699,Low,
7 Series,2019,Middle East,Blue,Diesel,Automatic,3.9,27550,112657,1423,Low,
i8,2019,Africa,Red,Petrol,Automatic,1.6,179986,116072,1195,Low,
M5,2016,Middle East,Silver,Electric,Automatic,3.5,153226,104530,5500,Low,
3 Series,2019,South America,Red,Petrol,Manual,1.5,88563,97900,5485,Low,
i8,2022,North America,Grey,Electric,Automatic,2.4,45604,61584,724,Low,
3 Series,2015,Middle East,Red,Diesel,Automatic,3.2,167758,85242,2850,Low,
X6,2015,Europe,Grey,Diesel,Automatic,4.7,79804,50931,8251,High,
X3,2021,South America,Blue,Electric,Automatic,1.9,113648,85926,4414,Low,
X3,2017,Asia,Black,Diesel,Automatic,2.1,129765,104496,6616,Low,
i8,2017,South America,Grey,Electric,Manual,3.8,183985,83431,1033,Low,
5 Series,2015,Africa,Blue,Electric,Automatic,2.8,137905,72759,3146,Low,
5 Series,2012,North America,White,Electric,Manual,3.7,74957,85702,8406,High,
i8,2014,Europe,Black,Hybrid,Manual,5,199447,72662,1164,Low,
X6,2011,Middle East,Blue,Diesel,Manual,5,175714,115935,1036,Low,
X3,2024,Europe,Grey,Petrol,Automatic,2.7,30491,60217,3666,Low,
5 Series,2023,Africa,Black,Hybrid,Manual,3.3,52023,117409,9959,High,
5 Series,2014,Africa,Silver,Petrol,Manual,4.7,84560,47704,9891,High,
X3,2023,Asia,Black,Petrol,Manual,1.8,64022,58746,7212,High,
M5,2018,Europe,Black,Electric,Manual,3.1,144126,65432,5797,Low,
M5,2019,Europe,Blue,Hybrid,Automatic,2.8,85920,72145,7659,High,
X1,2010,Africa,Black,Petrol,Automatic,2.5,31551,37825,5202,Low,
5 Series,2019,Asia,Red,Petrol,Automatic,5,142971,115229,7618,High,
X1,2014,Europe,Black,Diesel,Automatic,4.1,199954,93265,6931,Low,
M3,2021,South America,Silver,Electric,Automatic,2.9,182275,45309,5329,Low,
X6,2015,South America,Silver,Electric,Manual,4.4,124126,60956,2002,Low,
3 Series,2023,Middle East,Silver,Hybrid,Manual,3.2,154046,34375,2854,Low,
X6,2020,Africa,Grey,Hybrid,Manual,4.6,91307,84866,2431,Low,
X3,2016,South America,Black,Electric,Automatic,2.4,25975,88564,4227,Low,
M5,2018,North America,White,Petrol,Manual,2.3,146550,116263,6031,Low,
M3,2015,Europe,Grey,Electric,Manual,2.4,86164,94657,2455,Low,
i8,2014,Europe,Black,Hybrid,Manual,3.4,110091,88485,8864,High,
X6,2021,Asia,White,Electric,Manual,2.5,93382,103490,8013,High,
X3,2016,Middle East,Red,Hybrid,Automatic,2,187686,74680,703,Low,
X6,2022,Africa,Red,Hybrid,Automatic,5,150346,104918,2895,Low,
5 Series,2010,South America,Black,Petrol,Automatic,4.7,188960,33130,2913,Low,
5 Series,2020,Middle East,Black,Electric,Manual,3.7,53205,66248,3918,Low,
X3,2023,South America,Blue,Hybrid,Automatic,4.6,76231,72581,8520,High,
i8,2014,Asia,Red,Electric,Automatic,4.8,80116,83148,6057,Low,
M5,2024,North America,Silver,Diesel,Automatic,3.9,88858,80152,6234,Low,
X6,2011,Europe,Grey,Hybrid,Automatic,3.3,13682,40065,1634,Low,
5 Series,2013,Europe,Red,Petrol,Automatic,4.6,70363,74638,1731,Low,
X3,2016,North America,Silver,Petrol,Manual,3.5,86486,67033,8701,High,
M5,2014,Europe,Silver,Diesel,Automatic,1.9,25256,75540,4869,Low,
3 Series,2021,Middle East,Grey,Hybrid,Automatic,2.8,3849,102937,2910,Low,
3 Series,2015,North America,Red,Hybrid,Manual,3.1,120214,104622,6118,Low,
M5,2011,North America,Silver,Petrol,Automatic,4.8,30496,95320,4709,Low,
i3,2012,North America,White,Diesel,Manual,3.8,193945,30737,6032,Low,
i3,2016,Middle East,Black,Diesel,Manual,4.6,36044,98615,4959,Low,
7 Series,2020,Middle East,Blue,Hybrid,Manual,4.2,180894,50751,6732,Low,
X6,2011,North America,Red,Hybrid,Automatic,2.6,18586,71160,5432,Low,
X1,2021,South America,Blue,Diesel,Manual,4,22796,105620,1357,Low,
X1,2015,Middle East,Red,Diesel,Automatic,2.2,124342,41116,170,Low,
3 Series,2014,Europe,Red,Diesel,Automatic,2.9,19001,56139,6682,Low,
X1,2019,Middle East,Black,Hybrid,Manual,4.3,35580,45815,1820,Low,
i8,2010,Asia,Black,Diesel,Automatic,3.6,98401,66464,6134,Low,
X6,2021,Asia,Silver,Petrol,Manual,4.4,182214,61682,837,Low,
X1,2020,Middle East,Black,Hybrid,Automatic,2.4,39723,99331,4606,Low,
i3,2024,Europe,Red,Diesel,Automatic,4.1,185547,63005,7733,High,
i3,2019,Asia,Silver,Hybrid,Automatic,2.2,15748,97017,4064,Low,
X5,2020,Africa,Blue,Electric,Automatic,3.4,150117,91702,8044,High,
X6,2013,Asia,Red,Petrol,Manual,3,120837,68251,3441,Low,
X5,2020,Europe,Black,Hybrid,Automatic,3.4,82265,37394,9177,High,
M5,2011,Africa,Red,Diesel,Automatic,2,90002,74717,6731,Low,
X5,2013,Asia,Blue,Hybrid,Manual,2.8,47566,45923,9832,High,
5 Series,2010,South America,Red,Petrol,Manual,3.8,87304,91175,6253,Low,
X1,2011,Africa,White,Hybrid,Manual,3.5,134220,96798,9454,High,
7 Series,2022,South America,Silver,Petrol,Automatic,3.4,100257,54918,293,Low,
M3,2017,Europe,Black,Hybrid,Manual,3.3,70334,35345,2000,Low,
X3,2015,Middle East,White,Diesel,Manual,4.8,199393,102672,9433,High,
X3,2011,Europe,Black,Hybrid,Manual,4.8,24284,109198,9720,High,
i8,2021,Europe,Grey,Hybrid,Automatic,2.8,123366,83773,4012,Low,
3 Series,2024,Africa,Red,Diesel,Manual,2.7,193050,110056,3667,Low,
X5,2015,South America,Grey,Petrol,Manual,3.4,112429,49410,7629,High,
X5,2019,Europe,Grey,Petrol,Manual,1.8,159660,118315,8704,High,
i3,2018,North America,Red,Petrol,Automatic,2.6,156555,91109,4443,Low,
i3,2016,North America,Red,Electric,Manual,2.3,125734,56561,8693,High,
X5,2018,South America,Silver,Electric,Automatic,2.3,72577,53137,5873,Low,
3 Series,2014,Middle East,Black,Petrol,Manual,3.7,70574,106980,8670,High,
7 Series,2016,Middle East,Blue,Electric,Automatic,2.8,148579,114111,1953,Low,
M5,2020,Africa,Silver,Electric,Manual,2.1,29567,98075,8096,High,
i3,2024,Europe,Silver,Hybrid,Manual,4.6,42292,115191,2389,Low,
X6,2023,North America,White,Hybrid,Manual,4.6,73809,111678,367,Low,
7 Series,2016,Asia,Blue,Diesel,Automatic,4.5,112119,37946,5007,Low,
M3,2021,Asia,Red,Diesel,Automatic,2.9,93189,99210,8838,High,
X3,2021,Africa,Black,Petrol,Automatic,1.7,11997,65128,313,Low,
X3,2012,Middle East,Red,Electric,Manual,1.9,6612,31880,5764,Low,
3 Series,2016,North America,Red,Petrol,Manual,2.5,148407,115772,9742,High,
i8,2010,Europe,Silver,Electric,Manual,2.3,23061,44514,7289,High,
3 Series,2018,Middle East,Silver,Electric,Automatic,4.6,82040,55300,4649,Low,
i3,2019,Europe,Black,Diesel,Manual,5,19082,99821,4129,Low,
i8,2022,Asia,Silver,Petrol,Automatic,4.4,149094,77111,209,Low,
X1,2015,Africa,Grey,Electric,Automatic,4.1,55847,90563,7766,High,
X1,2014,Europe,White,Electric,Manual,3.6,89897,41391,2126,Low,
X1,2016,Middle East,Silver,Electric,Automatic,4.2,24390,119700,4138,Low,
i8,2014,Africa,Blue,Electric,Manual,4.8,178718,44047,2892,Low,
M5,2019,Europe,Blue,Electric,Automatic,3.6,25925,74317,3975,Low,
M5,2014,Europe,Black,Diesel,Automatic,2,88153,45801,2896,Low,
3 Series,2020,Middle East,Red,Petrol,Manual,2.1,122824,106594,7198,High,
M5,2019,Middle East,Black,Petrol,Automatic,3.5,106231,58819,4461,Low,
5 Series,2020,Middle East,Black,Hybrid,Manual,2.7,152483,73813,3419,Low,
X3,2016,Middle East,Blue,Diesel,Manual,4.7,19452,60970,2675,Low,
X1,2019,North America,White,Electric,Automatic,3.6,150712,36358,7176,High,
M3,2024,South America,Red,Electric,Automatic,3.9,2667,41383,3049,Low,
X1,2016,Middle East,Silver,Hybrid,Manual,1.5,13214,47344,3030,Low,
M3,2022,Africa,Red,Diesel,Manual,3.2,120255,49077,955,Low,
M3,2020,North America,Silver,Hybrid,Automatic,3,145908,78064,8845,High,
i3,2024,North America,Black,Electric,Manual,4,193514,59059,4533,Low,
X5,2012,Middle East,Blue,Petrol,Manual,2.8,180647,113242,890,Low,
3 Series,2012,Asia,Black,Hybrid,Manual,4.9,17117,93512,5401,Low,
M5,2019,Africa,Grey,Hybrid,Automatic,3.8,125829,66185,4885,Low,
X1,2021,Africa,Grey,Diesel,Automatic,3.8,115352,69295,7798,High,
i8,2022,Asia,Grey,Electric,Manual,4.7,103449,54843,8671,High,
3 Series,2024,North America,Silver,Electric,Automatic,5,67906,55809,6077,Low,
i8,2012,Middle East,Grey,Electric,Automatic,2.2,44949,74515,5769,Low,
5 Series,2015,Africa,Blue,Hybrid,Manual,4.3,24748,38997,3615,Low,
M3,2021,Africa,Silver,Electric,Manual,2.1,172744,39322,4618,Low,
7 Series,2024,South America,Blue,Electric,Manual,3.1,60785,102503,4625,Low,
5 Series,2015,Middle East,Grey,Electric,Automatic,1.9,130274,44593,7312,High,
M5,2022,Europe,Black,Hybrid,Automatic,3.7,92934,69435,6215,Low,
i3,2022,North America,White,Electric,Automatic,3.1,114468,80002,7291,High,
i3,2012,Africa,Red,Hybrid,Manual,3.7,194159,102622,8330,High,
X5,2012,South America,Red,Petrol,Manual,3.9,168904,93216,6118,Low,
i3,2017,Middle East,Black,Electric,Manual,3.7,187482,90665,6994,Low,
i3,2017,Europe,Blue,Hybrid,Automatic,2.5,159771,101664,7374,High,
X1,2016,South America,Black,Hybrid,Automatic,4.4,127996,91300,9908,High,
i8,2019,Asia,Blue,Electric,Manual,3.4,174316,95449,9112,High,
3 Series,2013,Middle East,Silver,Diesel,Manual,3.2,147307,76974,6379,Low,
3 Series,2024,Africa,Black,Hybrid,Automatic,5,49783,36968,7198,High,
5 Series,2013,South America,White,Electric,Manual,2.5,36986,112086,7661,High,
X6,2012,North America,Black,Hybrid,Manual,3.3,162037,62452,2632,Low,
M5,2014,Asia,Silver,Electric,Manual,3.9,130993,67806,685,Low,
i8,2012,Middle East,White,Diesel,Manual,1.9,170877,30324,4637,Low,
X3,2022,Europe,Red,Electric,Automatic,2.7,36310,30852,3863,Low,
X1,2017,Middle East,Silver,Diesel,Manual,4.3,7512,110577,6979,Low,
7 Series,2016,Europe,Grey,Hybrid,Manual,2.3,110290,116711,842,Low,
X6,2022,North America,Silver,Electric,Automatic,3.2,83230,41946,4749,Low,
3 Series,2012,South America,Blue,Diesel,Automatic,3.7,180997,60750,9458,High,
7 Series,2018,Africa,Grey,Electric,Automatic,3.8,51873,86708,3612,Low,
X5,2021,Asia,Grey,Diesel,Automatic,4,163991,85863,6176,Low,
5 Series,2023,South America,Blue,Electric,Automatic,4.5,36793,39263,3162,Low,
3 Series,2022,Middle East,Black,Petrol,Manual,2.9,38601,37942,5803,Low,
X3,2014,North America,Grey,Electric,Manual,4,124281,30542,8714,High,
3 Series,2018,Africa,Black,Diesel,Automatic,4.1,182586,110822,7205,High,
M3,2016,Asia,Black,Hybrid,Manual,2.6,93514,93046,4918,Low,
i8,2024,Europe,Silver,Petrol,Automatic,4.9,18199,97642,2866,Low,
M5,2016,Africa,Silver,Diesel,Manual,4.5,57277,115444,523,Low,
X5,2015,North America,Silver,Petrol,Manual,2.5,48641,44495,6392,Low,
i3,2011,Asia,Silver,Diesel,Automatic,3.9,1329,99398,8874,High,
X6,2018,North America,White,Petrol,Manual,4,156925,90624,9921,High,
i3,2015,Africa,White,Diesel,Automatic,3,73180,92841,3584,Low,
M5,2017,Asia,Red,Hybrid,Manual,4.5,12111,64300,5514,Low,
X6,2010,North America,Silver,Petrol,Manual,3.9,181334,93718,2925,Low,
3 Series,2014,Europe,Black,Petrol,Automatic,3.8,17698,119307,7556,High,
7 Series,2021,Asia,Black,Diesel,Manual,2.3,121208,41473,210,Low,
5 Series,2010,South America,Red,Petrol,Automatic,2.9,145194,83902,571,Low,
X5,2019,Middle East,Blue,Electric,Automatic,3,57173,83542,8853,High,
i8,2020,Asia,Black,Petrol,Manual,4.1,80162,38743,353,Low,
3 Series,2023,Africa,White,Electric,Manual,3.7,117431,60085,7721,High,
7 Series,2017,North America,Black,Diesel,Automatic,1.8,54614,118740,8504,High,
M5,2017,South America,Grey,Electric,Automatic,2.6,25340,41149,5895,Low,
3 Series,2010,Middle East,Blue,Hybrid,Manual,3.2,43421,35859,2154,Low,
M3,2018,Europe,Black,Electric,Automatic,4.1,100196,74935,7964,High,
5 Series,2011,Africa,Blue,Hybrid,Manual,4.1,937,44698,5637,Low,
7 Series,2021,South America,Grey,Electric,Manual,3.2,55187,67447,8059,High,
X1,2018,Europe,Blue,Petrol,Automatic,1.9,166538,62472,5873,Low,
i8,2010,Asia,Black,Hybrid,Manual,2.5,163323,37857,1633,Low,
i3,2021,Africa,Silver,Electric,Automatic,2.4,103767,102110,1536,Low,
